TOP.591013fd.00083535	START
TOP.59102b5e.00000ca1	user_options->hex_wordlist	0
TOP.59102b5e.00000ca1	user_options->increment	0
TOP.59102b5e.00000ca1	user_options->increment_max	54
TOP.59102b5e.00000ca1	user_options->increment_min	1
TOP.59102b5e.00000ca1	user_options->keep_guessing	0
TOP.59102b5e.00000ca1	user_options->kernel_accel	0
TOP.59102b5e.00000ca1	user_options->kernel_loops	0
TOP.59102b5e.00000ca1	user_options->keyspace	0
TOP.59102b5e.00000ca1	user_options->left	0
TOP.59102b5e.00000ca1	user_options->logfile_disable	0
TOP.59102b5e.00000ca1	user_options->loopback	0
TOP.59102b5e.00000ca1	user_options->machine_readable	0
TOP.59102b5e.00000ca1	user_options->markov_classic	0
TOP.59102b5e.00000ca1	user_options->markov_disable	0
TOP.59102b5e.00000ca1	user_options->markov_threshold	256
TOP.59102b5e.00000ca1	user_options->nvidia_spin_damp	100
TOP.59102b5e.00000ca1	user_options->opencl_info	0
TOP.59102b5e.00000ca1	user_options->opencl_vector_width	0
TOP.59102b5e.00000ca1	user_options->outfile_autohex	1
TOP.59102b5e.00000ca1	user_options->outfile_check_timer	5
TOP.59102b5e.00000ca1	user_options->outfile_format	3
TOP.59102b5e.00000ca1	user_options->potfile_disable	0
TOP.59102b5e.00000ca1	user_options->powertune_enable	0
TOP.59102b5e.00000ca1	user_options->quiet	0
TOP.59102b5e.00000ca1	user_options->remove	0
TOP.59102b5e.00000ca1	user_options->remove_timer	60
TOP.59102b5e.00000ca1	user_options->restore	0
TOP.59102b5e.00000ca1	user_options->restore_disable	0
TOP.59102b5e.00000ca1	user_options->restore_timer	60
TOP.59102b5e.00000ca1	user_options->rp_files_cnt	0
TOP.59102b5e.00000ca1	user_options->rp_gen	0
TOP.59102b5e.00000ca1	user_options->rp_gen_func_max	4
TOP.59102b5e.00000ca1	user_options->rp_gen_func_min	1
TOP.59102b5e.00000ca1	user_options->rp_gen_seed	0
TOP.59102b5e.00000ca1	user_options->runtime	0
TOP.59102b5e.00000ca1	user_options->scrypt_tmto	0
TOP.59102b5e.00000ca1	user_options->segment_size	33554432
TOP.59102b5e.00000ca1	user_options->show	0
TOP.59102b5e.00000ca1	user_options->status	0
TOP.59102b5e.00000ca1	user_options->status_timer	10
TOP.59102b5e.00000ca1	user_options->stdout_flag	0
TOP.59102b5e.00000ca1	user_options->speed_only	0
TOP.59102b5e.00000ca1	user_options->progress_only	0
TOP.59102b5e.00000ca1	user_options->usage	0
TOP.59102b5e.00000ca1	user_options->username	0
TOP.59102b5e.00000ca1	user_options->veracrypt_pim	0
TOP.59102b5e.00000ca1	user_options->version	0
TOP.59102b5e.00000ca1	user_options->weak_hash_threshold	0
TOP.59102b5e.00000ca1	user_options->workload_profile	2
TOP.59102b5e.00000ca1	hashes->hashfile	/tmp/crackme
TOP.59102b5e.00000ca1	hashes->hashlist_mode	4
TOP.59102b5e.00000ca1	hashes->hashlist_format	0
TOP.59102b5e.00000ca1	hashes->hashes_cnt	0
TOP.59102b5e.00000ca1	hashes->digests_cnt	1
TOP.59102b5e.00000ca1	hashes->digests_done	0
TOP.59102b5e.00000ca1	hashes->salts_cnt	1
TOP.59102b5e.00000ca1	hashes->salts_done	0
TOP.59102b5e.00000ca1	proc_start	1494231902
TOP.59102b5e.00000ca1	proc_stop	1494231902
TOP.59102b5e.00000ca1	STOP
TOP.59102b80.0003a14b	START
TOP.59102b80.0003a14b	user_options->separator	:
TOP.59102b80.0003a14b	user_options->rule_buf_l	:
TOP.59102b80.0003a14b	user_options->rule_buf_r	:
TOP.59102b80.0003a14b	user_options->session	hashcat
TOP.59102b80.0003a14b	user_options->limit	0
TOP.59102b80.0003a14b	user_options->skip	0
TOP.59102b80.0003a14b	user_options->attack_mode	7
TOP.59102b80.0003a14b	user_options->benchmark	0
TOP.59102b80.0003a14b	user_options->bitmap_max	24
TOP.59102b80.0003a14b	user_options->bitmap_min	16
TOP.59102b80.0003a14b	user_options->debug_mode	0
TOP.59102b80.0003a14b	user_options->force	0
TOP.59102b80.0003a14b	user_options->gpu_temp_abort	90
TOP.59102b80.0003a14b	user_options->gpu_temp_disable	0
TOP.59102b80.0003a14b	user_options->gpu_temp_retain	0
TOP.59102b80.0003a14b	user_options->hash_mode	0
TOP.59102b80.0003a14b	user_options->hex_charset	0
TOP.59102b80.0003a14b	user_options->hex_salt	0
TOP.59102b80.0003a14b	user_options->hex_wordlist	0
TOP.59102b80.0003a14b	user_options->increment	0
TOP.59102b80.0003a14b	user_options->increment_max	54
TOP.59102b80.0003a14b	user_options->increment_min	1
TOP.59102b80.0003a14b	user_options->keep_guessing	0
TOP.59102b80.0003a14b	user_options->kernel_accel	0
TOP.59102b80.0003a14b	user_options->kernel_loops	0
TOP.59102b80.0003a14b	user_options->keyspace	0
TOP.59102b80.0003a14b	user_options->left	0
TOP.59102b80.0003a14b	user_options->logfile_disable	0
TOP.59102b80.0003a14b	user_options->loopback	0
TOP.59102b80.0003a14b	user_options->machine_readable	0
TOP.59102b80.0003a14b	user_options->markov_classic	0
TOP.59102b80.0003a14b	user_options->markov_disable	0
TOP.59102b80.0003a14b	user_options->markov_threshold	256
TOP.59102b80.0003a14b	user_options->nvidia_spin_damp	100
TOP.59102b80.0003a14b	user_options->opencl_info	0
TOP.59102b80.0003a14b	user_options->opencl_vector_width	0
TOP.59102b80.0003a14b	user_options->outfile_autohex	1
TOP.59102b80.0003a14b	user_options->outfile_check_timer	5
TOP.59102b80.0003a14b	user_options->outfile_format	3
TOP.59102b80.0003a14b	user_options->potfile_disable	0
TOP.59102b80.0003a14b	user_options->powertune_enable	0
TOP.59102b80.0003a14b	user_options->quiet	0
TOP.59102b80.0003a14b	user_options->remove	0
TOP.59102b80.0003a14b	user_options->remove_timer	60
TOP.59102b80.0003a14b	user_options->restore	0
TOP.59102b80.0003a14b	user_options->restore_disable	0
TOP.59102b80.0003a14b	user_options->restore_timer	60
TOP.59102b80.0003a14b	user_options->rp_files_cnt	0
TOP.59102b80.0003a14b	user_options->rp_gen	0
TOP.59102b80.0003a14b	user_options->rp_gen_func_max	4
TOP.59102b80.0003a14b	user_options->rp_gen_func_min	1
TOP.59102b80.0003a14b	user_options->rp_gen_seed	0
TOP.59102b80.0003a14b	user_options->runtime	0
TOP.59102b80.0003a14b	user_options->scrypt_tmto	0
TOP.59102b80.0003a14b	user_options->segment_size	33554432
TOP.59102b80.0003a14b	user_options->show	0
TOP.59102b80.0003a14b	user_options->status	0
TOP.59102b80.0003a14b	user_options->status_timer	10
TOP.59102b80.0003a14b	user_options->stdout_flag	0
TOP.59102b80.0003a14b	user_options->speed_only	0
TOP.59102b80.0003a14b	user_options->progress_only	0
TOP.59102b80.0003a14b	user_options->usage	0
TOP.59102b80.0003a14b	user_options->username	0
TOP.59102b80.0003a14b	user_options->veracrypt_pim	0
TOP.59102b80.0003a14b	user_options->version	0
TOP.59102b80.0003a14b	user_options->weak_hash_threshold	0
TOP.59102b80.0003a14b	user_options->workload_profile	2
TOP.59102b80.0003a14b	hashes->hashfile	/tmp/crackme
TOP.59102b80.0003a14b	hashes->hashlist_mode	4
TOP.59102b80.0003a14b	hashes->hashlist_format	0
TOP.59102b80.0003a14b	hashes->hashes_cnt	0
TOP.59102b80.0003a14b	hashes->digests_cnt	1
TOP.59102b80.0003a14b	hashes->digests_done	0
TOP.59102b80.0003a14b	hashes->salts_cnt	1
TOP.59102b80.0003a14b	hashes->salts_done	0
TOP.59102b80.0003a14b	proc_start	1494231936
TOP.59102b80.0003a14b	proc_stop	1494231936
TOP.59102b80.0003a14b	STOP
TOP.59102bc1.00003ba3	START
TOP.59102bc1.00003ba3	user_options->separator	:
TOP.59102bc1.00003ba3	user_options->rule_buf_l	:
TOP.59102bc1.00003ba3	user_options->rule_buf_r	:
TOP.59102bc1.00003ba3	user_options->session	hashcat
TOP.59102bc1.00003ba3	user_options->limit	0
TOP.59102bc1.00003ba3	user_options->skip	0
TOP.59102bc1.00003ba3	user_options->attack_mode	7
TOP.59102bc1.00003ba3	user_options->benchmark	0
TOP.59102bc1.00003ba3	user_options->bitmap_max	24
TOP.59102bc1.00003ba3	user_options->bitmap_min	16
TOP.59102bc1.00003ba3	user_options->debug_mode	0
TOP.59102bc1.00003ba3	user_options->force	0
TOP.59102bc1.00003ba3	user_options->gpu_temp_abort	90
TOP.59102bc1.00003ba3	user_options->gpu_temp_disable	0
TOP.59102bc1.00003ba3	user_options->gpu_temp_retain	0
TOP.59102bc1.00003ba3	user_options->hash_mode	0
TOP.59102bc1.00003ba3	user_options->hex_charset	0
TOP.59102bc1.00003ba3	user_options->hex_salt	0
TOP.59102bc1.00003ba3	user_options->hex_wordlist	0
TOP.59102bc1.00003ba3	user_options->increment	0
TOP.59102bc1.00003ba3	user_options->increment_max	54
TOP.59102bc1.00003ba3	user_options->increment_min	1
TOP.59102bc1.00003ba3	user_options->keep_guessing	0
TOP.59102bc1.00003ba3	user_options->kernel_accel	0
TOP.59102bc1.00003ba3	user_options->kernel_loops	0
TOP.59102bc1.00003ba3	user_options->keyspace	0
TOP.59102bc1.00003ba3	user_options->left	0
TOP.59102bc1.00003ba3	user_options->logfile_disable	0
TOP.59102bc1.00003ba3	user_options->loopback	0
TOP.59102bc1.00003ba3	user_options->machine_readable	0
TOP.59102bc1.00003ba3	user_options->markov_classic	0
TOP.59102bc1.00003ba3	user_options->markov_disable	0
TOP.59102bc1.00003ba3	user_options->markov_threshold	256
TOP.59102bc1.00003ba3	user_options->nvidia_spin_damp	100
TOP.59102bc1.00003ba3	user_options->opencl_info	0
TOP.59102bc1.00003ba3	user_options->opencl_vector_width	0
TOP.59102bc1.00003ba3	user_options->outfile_autohex	1
TOP.59102bc1.00003ba3	user_options->outfile_check_timer	5
TOP.59102bc1.00003ba3	user_options->outfile_format	3
TOP.59102bc1.00003ba3	user_options->potfile_disable	0
TOP.59102bc1.00003ba3	user_options->powertune_enable	0
TOP.59102bc1.00003ba3	user_options->quiet	0
TOP.59102bc1.00003ba3	user_options->remove	0
TOP.59102bc1.00003ba3	user_options->remove_timer	60
TOP.59102bc1.00003ba3	user_options->restore	0
TOP.59102bc1.00003ba3	user_options->restore_disable	0
TOP.59102bc1.00003ba3	user_options->restore_timer	60
TOP.59102bc1.00003ba3	user_options->rp_files_cnt	0
TOP.59102bc1.00003ba3	user_options->rp_gen	0
TOP.59102bc1.00003ba3	user_options->rp_gen_func_max	4
TOP.59102bc1.00003ba3	user_options->rp_gen_func_min	1
TOP.59102bc1.00003ba3	user_options->rp_gen_seed	0
TOP.59102bc1.00003ba3	user_options->runtime	0
TOP.59102bc1.00003ba3	user_options->scrypt_tmto	0
TOP.59102bc1.00003ba3	user_options->segment_size	33554432
TOP.59102bc1.00003ba3	user_options->show	0
TOP.59102bc1.00003ba3	user_options->status	0
TOP.59102bc1.00003ba3	user_options->status_timer	10
TOP.59102bc1.00003ba3	user_options->stdout_flag	0
TOP.59102bc1.00003ba3	user_options->speed_only	0
TOP.59102bc1.00003ba3	user_options->progress_only	0
TOP.59102bc1.00003ba3	user_options->usage	0
TOP.59102bc1.00003ba3	user_options->username	0
TOP.59102bc1.00003ba3	user_options->veracrypt_pim	0
TOP.59102bc1.00003ba3	user_options->version	0
TOP.59102bc1.00003ba3	user_options->weak_hash_threshold	0
TOP.59102bc1.00003ba3	user_options->workload_profile	2
TOP.59102bc1.00003ba3	hashes->hashfile	/tmp/crackme
TOP.59102bc1.00003ba3	hashes->hashlist_mode	4
TOP.59102bc1.00003ba3	hashes->hashlist_format	0
TOP.59102bc1.00003ba3	hashes->hashes_cnt	0
TOP.59102bc1.00003ba3	hashes->digests_cnt	1
TOP.59102bc1.00003ba3	hashes->digests_done	0
TOP.59102bc1.00003ba3	hashes->salts_cnt	1
TOP.59102bc1.00003ba3	hashes->salts_done	0
TOP.59102bc1.00003ba3	SUB.59102bc2.0006f1b9	START
TOP.59102bc1.00003ba3	SUB.59102bc2.0006f1b9	straight_ctx->dict	hashcat/example.dict
TOP.59102bc1.00003ba3	SUB.59102bc2.0006f1b9	mask_ctx->mask	?a?a?a?a
TOP.59102be7.0007725f	START
TOP.59102be7.0007725f	user_options->separator	:
TOP.59102be7.0007725f	user_options->rule_buf_l	:
TOP.59102be7.0007725f	user_options->rule_buf_r	:
TOP.59102be7.0007725f	user_options->session	hashcat
TOP.59102be7.0007725f	user_options->limit	0
TOP.59102be7.0007725f	user_options->skip	0
TOP.59102be7.0007725f	user_options->attack_mode	7
TOP.59102be7.0007725f	user_options->benchmark	0
TOP.59102be7.0007725f	user_options->bitmap_max	24
TOP.59102be7.0007725f	user_options->bitmap_min	16
TOP.59102be7.0007725f	user_options->debug_mode	0
TOP.59102be7.0007725f	user_options->force	0
TOP.59102be7.0007725f	user_options->gpu_temp_abort	90
TOP.59102be7.0007725f	user_options->gpu_temp_disable	0
TOP.59102be7.0007725f	user_options->gpu_temp_retain	0
TOP.59102be7.0007725f	user_options->hash_mode	0
TOP.59102be7.0007725f	user_options->hex_charset	0
TOP.59102be7.0007725f	user_options->hex_salt	0
TOP.59102be7.0007725f	user_options->hex_wordlist	0
TOP.59102be7.0007725f	user_options->increment	0
TOP.59102be7.0007725f	user_options->increment_max	54
TOP.59102be7.0007725f	user_options->increment_min	1
TOP.59102be7.0007725f	user_options->keep_guessing	0
TOP.59102be7.0007725f	user_options->kernel_accel	0
TOP.59102be7.0007725f	user_options->kernel_loops	0
TOP.59102be7.0007725f	user_options->keyspace	0
TOP.59102be7.0007725f	user_options->left	0
TOP.59102be7.0007725f	user_options->logfile_disable	0
TOP.59102be7.0007725f	user_options->loopback	0
TOP.59102be7.0007725f	user_options->machine_readable	0
TOP.59102be7.0007725f	user_options->markov_classic	0
TOP.59102be7.0007725f	user_options->markov_disable	0
TOP.59102be7.0007725f	user_options->markov_threshold	256
TOP.59102be7.0007725f	user_options->nvidia_spin_damp	100
TOP.59102be7.0007725f	user_options->opencl_info	0
TOP.59102be7.0007725f	user_options->opencl_vector_width	0
TOP.59102be7.0007725f	user_options->outfile_autohex	1
TOP.59102be7.0007725f	user_options->outfile_check_timer	5
TOP.59102be7.0007725f	user_options->outfile_format	3
TOP.59102be7.0007725f	user_options->potfile_disable	0
TOP.59102be7.0007725f	user_options->powertune_enable	0
TOP.59102be7.0007725f	user_options->quiet	0
TOP.59102be7.0007725f	user_options->remove	0
TOP.59102be7.0007725f	user_options->remove_timer	60
TOP.59102be7.0007725f	user_options->restore	0
TOP.59102be7.0007725f	user_options->restore_disable	0
TOP.59102be7.0007725f	user_options->restore_timer	60
TOP.59102be7.0007725f	user_options->rp_files_cnt	0
TOP.59102be7.0007725f	user_options->rp_gen	0
TOP.59102be7.0007725f	user_options->rp_gen_func_max	4
TOP.59102be7.0007725f	user_options->rp_gen_func_min	1
TOP.59102be7.0007725f	user_options->rp_gen_seed	0
TOP.59102be7.0007725f	user_options->runtime	0
TOP.59102be7.0007725f	user_options->scrypt_tmto	0
TOP.59102be7.0007725f	user_options->segment_size	33554432
TOP.59102be7.0007725f	user_options->show	0
TOP.59102be7.0007725f	user_options->status	0
TOP.59102be7.0007725f	user_options->status_timer	10
TOP.59102be7.0007725f	user_options->stdout_flag	0
TOP.59102be7.0007725f	user_options->speed_only	0
TOP.59102be7.0007725f	user_options->progress_only	0
TOP.59102be7.0007725f	user_options->usage	0
TOP.59102be7.0007725f	user_options->username	0
TOP.59102be7.0007725f	user_options->veracrypt_pim	0
TOP.59102be7.0007725f	user_options->version	0
TOP.59102be7.0007725f	user_options->weak_hash_threshold	0
TOP.59102be7.0007725f	user_options->workload_profile	2
TOP.59102be7.0007725f	hashes->hashfile	/tmp/crackme
TOP.59102be7.0007725f	hashes->hashlist_mode	4
TOP.59102be7.0007725f	hashes->hashlist_format	0
TOP.59102be7.0007725f	hashes->hashes_cnt	0
TOP.59102be7.0007725f	hashes->digests_cnt	1
TOP.59102be7.0007725f	hashes->digests_done	0
TOP.59102be7.0007725f	hashes->salts_cnt	1
TOP.59102be7.0007725f	hashes->salts_done	0
TOP.59102be7.0007725f	SUB.59102be8.00040dd7	START
TOP.59102be7.0007725f	SUB.59102be8.00040dd7	straight_ctx->dict	hashcat/example.dict
TOP.59102be7.0007725f	SUB.59102be8.00040dd7	mask_ctx->mask	?a?a?a?a
TOP.59102c14.0000676d	START
TOP.59102c14.0000676d	user_options->separator	:
TOP.59102c14.0000676d	user_options->rule_buf_l	:
TOP.59102c14.0000676d	user_options->rule_buf_r	:
TOP.59102c14.0000676d	user_options->session	hashcat
TOP.59102c14.0000676d	user_options->limit	0
TOP.59102c14.0000676d	user_options->skip	0
TOP.59102c14.0000676d	user_options->attack_mode	7
TOP.59102c14.0000676d	user_options->benchmark	0
TOP.59102c14.0000676d	user_options->bitmap_max	24
TOP.59102c14.0000676d	user_options->bitmap_min	16
TOP.59102c14.0000676d	user_options->debug_mode	0
TOP.59102c14.0000676d	user_options->force	0
TOP.59102c14.0000676d	user_options->gpu_temp_abort	90
TOP.59102c14.0000676d	user_options->gpu_temp_disable	0
TOP.59102c14.0000676d	user_options->gpu_temp_retain	0
TOP.59102c14.0000676d	user_options->hash_mode	0
TOP.59102c14.0000676d	user_options->hex_charset	0
TOP.59102c14.0000676d	user_options->hex_salt	0
TOP.59102c14.0000676d	user_options->hex_wordlist	0
TOP.59102c14.0000676d	user_options->increment	0
TOP.59102c14.0000676d	user_options->increment_max	54
TOP.59102c14.0000676d	user_options->increment_min	1
TOP.59102c14.0000676d	user_options->keep_guessing	0
TOP.59102c14.0000676d	user_options->kernel_accel	0
TOP.59102c14.0000676d	user_options->kernel_loops	0
TOP.59102c14.0000676d	user_options->keyspace	0
TOP.59102c14.0000676d	user_options->left	0
TOP.59102c14.0000676d	user_options->logfile_disable	0
TOP.59102c14.0000676d	user_options->loopback	0
TOP.59102c14.0000676d	user_options->machine_readable	0
TOP.59102c14.0000676d	user_options->markov_classic	0
TOP.59102c14.0000676d	user_options->markov_disable	0
TOP.59102c14.0000676d	user_options->markov_threshold	256
TOP.59102c14.0000676d	user_options->nvidia_spin_damp	100
TOP.59102c14.0000676d	user_options->opencl_info	0
TOP.59102c14.0000676d	user_options->opencl_vector_width	0
TOP.59102c14.0000676d	user_options->outfile_autohex	1
TOP.59102c14.0000676d	user_options->outfile_check_timer	5
TOP.59102c14.0000676d	user_options->outfile_format	3
TOP.59102c14.0000676d	user_options->potfile_disable	0
TOP.59102c14.0000676d	user_options->powertune_enable	0
TOP.59102c14.0000676d	user_options->quiet	0
TOP.59102c14.0000676d	user_options->remove	0
TOP.59102c14.0000676d	user_options->remove_timer	60
TOP.59102c14.0000676d	user_options->restore	0
TOP.59102c14.0000676d	user_options->restore_disable	0
TOP.59102c14.0000676d	user_options->restore_timer	60
TOP.59102c14.0000676d	user_options->rp_files_cnt	0
TOP.59102c14.0000676d	user_options->rp_gen	0
TOP.59102c14.0000676d	user_options->rp_gen_func_max	4
TOP.59102c14.0000676d	user_options->rp_gen_func_min	1
TOP.59102c14.0000676d	user_options->rp_gen_seed	0
TOP.59102c14.0000676d	user_options->runtime	0
TOP.59102c14.0000676d	user_options->scrypt_tmto	0
TOP.59102c14.0000676d	user_options->segment_size	33554432
TOP.59102c14.0000676d	user_options->show	0
TOP.59102c14.0000676d	user_options->status	0
TOP.59102c14.0000676d	user_options->status_timer	10
TOP.59102c14.0000676d	user_options->stdout_flag	0
TOP.59102c14.0000676d	user_options->speed_only	0
TOP.59102c14.0000676d	user_options->progress_only	0
TOP.59102c14.0000676d	user_options->usage	0
TOP.59102c14.0000676d	user_options->username	0
TOP.59102c14.0000676d	user_options->veracrypt_pim	0
TOP.59102c14.0000676d	user_options->version	0
TOP.59102c14.0000676d	user_options->weak_hash_threshold	0
TOP.59102c14.0000676d	user_options->workload_profile	2
TOP.59102c14.0000676d	hashes->hashfile	/tmp/crackme
TOP.59102c14.0000676d	hashes->hashlist_mode	4
TOP.59102c14.0000676d	hashes->hashlist_format	0
TOP.59102c14.0000676d	hashes->hashes_cnt	0
TOP.59102c14.0000676d	hashes->digests_cnt	1
TOP.59102c14.0000676d	hashes->digests_done	0
TOP.59102c14.0000676d	hashes->salts_cnt	1
TOP.59102c14.0000676d	hashes->salts_done	0
TOP.59102c14.0000676d	SUB.59102c14.000bb82d	START
TOP.59102c14.0000676d	SUB.59102c14.000bb82d	straight_ctx->dict	hashcat/example.dict
TOP.59102c14.0000676d	SUB.59102c14.000bb82d	mask_ctx->mask	?a?a?a?a
TOP.59102c41.000ab8d9	START
TOP.59102c41.000ab8d9	user_options->separator	:
TOP.59102c41.000ab8d9	user_options->rule_buf_l	:
TOP.59102c41.000ab8d9	user_options->rule_buf_r	:
TOP.59102c41.000ab8d9	user_options->session	hashcat
TOP.59102c41.000ab8d9	user_options->limit	0
TOP.59102c41.000ab8d9	user_options->skip	0
TOP.59102c41.000ab8d9	user_options->attack_mode	7
TOP.59102c41.000ab8d9	user_options->benchmark	0
TOP.59102c41.000ab8d9	user_options->bitmap_max	24
TOP.59102c41.000ab8d9	user_options->bitmap_min	16
TOP.59102c41.000ab8d9	user_options->debug_mode	0
TOP.59102c41.000ab8d9	user_options->force	0
TOP.59102c41.000ab8d9	user_options->gpu_temp_abort	90
TOP.59102c41.000ab8d9	user_options->gpu_temp_disable	0
TOP.59102c41.000ab8d9	user_options->gpu_temp_retain	0
TOP.59102c41.000ab8d9	user_options->hash_mode	0
TOP.59102c41.000ab8d9	user_options->hex_charset	0
TOP.59102c41.000ab8d9	user_options->hex_salt	0
TOP.59102c41.000ab8d9	user_options->hex_wordlist	0
TOP.59102c41.000ab8d9	user_options->increment	0
TOP.59102c41.000ab8d9	user_options->increment_max	54
TOP.59102c41.000ab8d9	user_options->increment_min	1
TOP.59102c41.000ab8d9	user_options->keep_guessing	0
TOP.59102c41.000ab8d9	user_options->kernel_accel	0
TOP.59102c41.000ab8d9	user_options->kernel_loops	0
TOP.59102c41.000ab8d9	user_options->keyspace	0
TOP.59102c41.000ab8d9	user_options->left	0
TOP.59102c41.000ab8d9	user_options->logfile_disable	0
TOP.59102c41.000ab8d9	user_options->loopback	0
TOP.59102c41.000ab8d9	user_options->machine_readable	0
TOP.59102c41.000ab8d9	user_options->markov_classic	0
TOP.59102c41.000ab8d9	user_options->markov_disable	0
TOP.59102c41.000ab8d9	user_options->markov_threshold	256
TOP.59102c41.000ab8d9	user_options->nvidia_spin_damp	100
TOP.59102c41.000ab8d9	user_options->opencl_info	0
TOP.59102c41.000ab8d9	user_options->opencl_vector_width	0
TOP.59102c41.000ab8d9	user_options->outfile_autohex	1
TOP.59102c41.000ab8d9	user_options->outfile_check_timer	5
TOP.59102c41.000ab8d9	user_options->outfile_format	3
TOP.59102c41.000ab8d9	user_options->potfile_disable	0
TOP.59102c41.000ab8d9	user_options->powertune_enable	0
TOP.59102c41.000ab8d9	user_options->quiet	0
TOP.59102c41.000ab8d9	user_options->remove	0
TOP.59102c41.000ab8d9	user_options->remove_timer	60
TOP.59102c41.000ab8d9	user_options->restore	0
TOP.59102c41.000ab8d9	user_options->restore_disable	0
TOP.59102c41.000ab8d9	user_options->restore_timer	60
TOP.59102c41.000ab8d9	user_options->rp_files_cnt	0
TOP.59102c41.000ab8d9	user_options->rp_gen	0
TOP.59102c41.000ab8d9	user_options->rp_gen_func_max	4
TOP.59102c41.000ab8d9	user_options->rp_gen_func_min	1
TOP.59102c41.000ab8d9	user_options->rp_gen_seed	0
TOP.59102c41.000ab8d9	user_options->runtime	0
TOP.59102c41.000ab8d9	user_options->scrypt_tmto	0
TOP.59102c41.000ab8d9	user_options->segment_size	33554432
TOP.59102c41.000ab8d9	user_options->show	0
TOP.59102c41.000ab8d9	user_options->status	0
TOP.59102c41.000ab8d9	user_options->status_timer	10
TOP.59102c41.000ab8d9	user_options->stdout_flag	0
TOP.59102c41.000ab8d9	user_options->speed_only	0
TOP.59102c41.000ab8d9	user_options->progress_only	0
TOP.59102c41.000ab8d9	user_options->usage	0
TOP.59102c41.000ab8d9	user_options->username	0
TOP.59102c41.000ab8d9	user_options->veracrypt_pim	0
TOP.59102c41.000ab8d9	user_options->version	0
TOP.59102c41.000ab8d9	user_options->weak_hash_threshold	0
TOP.59102c41.000ab8d9	user_options->workload_profile	2
TOP.59102c41.000ab8d9	hashes->hashfile	/tmp/crackme_dict
TOP.59102c41.000ab8d9	hashes->hashlist_mode	4
TOP.59102c41.000ab8d9	hashes->hashlist_format	0
TOP.59102c41.000ab8d9	hashes->hashes_cnt	0
TOP.59102c41.000ab8d9	hashes->digests_cnt	1
TOP.59102c41.000ab8d9	hashes->digests_done	0
TOP.59102c41.000ab8d9	hashes->salts_cnt	1
TOP.59102c41.000ab8d9	hashes->salts_done	0
TOP.59102c41.000ab8d9	SUB.59102c42.00087ae6	START
TOP.59102c41.000ab8d9	SUB.59102c42.00087ae6	straight_ctx->dict	hashcat/example.dict
TOP.59102c41.000ab8d9	SUB.59102c42.00087ae6	mask_ctx->mask	?a?a?a?a
TOP.59102c41.000ab8d9	SUB.59102c42.00087ae6	runtime_start	1494232131
TOP.59102c41.000ab8d9	SUB.59102c42.00087ae6	runtime_stop	1494232687
TOP.59102c41.000ab8d9	SUB.59102c42.00087ae6	status-after-work	6
TOP.59102c41.000ab8d9	SUB.59102c42.00087ae6	STOP
TOP.59102c41.000ab8d9	proc_start	1494232129
TOP.59102c41.000ab8d9	proc_stop	1494232689
TOP.59102c41.000ab8d9	STOP
TOP.59102f1a.00082023	START
TOP.59102f1a.00082023	user_options->separator	:
TOP.59102f1a.00082023	user_options->rule_buf_l	:
TOP.59102f1a.00082023	user_options->rule_buf_r	:
TOP.59102f1a.00082023	user_options->session	hashcat
TOP.59102f1a.00082023	user_options->limit	0
TOP.59102f1a.00082023	user_options->skip	0
TOP.59102f1a.00082023	user_options->attack_mode	7
TOP.59102f1a.00082023	user_options->benchmark	0
TOP.59102f1a.00082023	user_options->bitmap_max	24
TOP.59102f1a.00082023	user_options->bitmap_min	16
TOP.59102f1a.00082023	user_options->debug_mode	0
TOP.59102f1a.00082023	user_options->force	0
TOP.59102f1a.00082023	user_options->gpu_temp_abort	90
TOP.59102f1a.00082023	user_options->gpu_temp_disable	0
TOP.59102f1a.00082023	user_options->gpu_temp_retain	0
TOP.59102f1a.00082023	user_options->hash_mode	0
TOP.59102f1a.00082023	user_options->hex_charset	0
TOP.59102f1a.00082023	user_options->hex_salt	0
TOP.59102f1a.00082023	user_options->hex_wordlist	0
TOP.59102f1a.00082023	user_options->increment	0
TOP.59102f1a.00082023	user_options->increment_max	54
TOP.59102f1a.00082023	user_options->increment_min	1
TOP.59102f1a.00082023	user_options->keep_guessing	0
TOP.59102f1a.00082023	user_options->kernel_accel	0
TOP.59102f1a.00082023	user_options->kernel_loops	0
TOP.59102f1a.00082023	user_options->keyspace	0
TOP.59102f1a.00082023	user_options->left	0
TOP.59102f1a.00082023	user_options->logfile_disable	0
TOP.59102f1a.00082023	user_options->loopback	0
TOP.59102f1a.00082023	user_options->machine_readable	0
TOP.59102f1a.00082023	user_options->markov_classic	0
TOP.59102f1a.00082023	user_options->markov_disable	0
TOP.59102f1a.00082023	user_options->markov_threshold	256
TOP.59102f1a.00082023	user_options->nvidia_spin_damp	100
TOP.59102f1a.00082023	user_options->opencl_info	0
TOP.59102f1a.00082023	user_options->opencl_vector_width	0
TOP.59102f1a.00082023	user_options->outfile_autohex	1
TOP.59102f1a.00082023	user_options->outfile_check_timer	5
TOP.59102f1a.00082023	user_options->outfile_format	3
TOP.59102f1a.00082023	user_options->potfile_disable	0
TOP.59102f1a.00082023	user_options->powertune_enable	0
TOP.59102f1a.00082023	user_options->quiet	0
TOP.59102f1a.00082023	user_options->remove	0
